13:27 результат :Некорректный ввод мнимого числа
13:30 результат :Некорректный ввод мнимого числа
13:30 результат :Некорректный ввод мнимого числа
13:31 результат :Некорректный ввод мнимого числа
13:33 результат :Некорректный ввод мнимого числа
13:33 результат :Некорректный ввод мнимого числа
13:37 результат :Некорректный ввод мнимого числа
13:41 результат: 1
13:43 результат: Работа прервана пользователей
13:44 результат: 1
13:44 результат: Работа прервана пользователей
13:55 результат: Работа прервана пользователем
13:55 результат: Работа прервана пользователем
13:56 результат: Работа прервана пользователем
14:29 результат: 5/5-6 = -5.0
14:29 результат: 1
14:29 результат: 1
14:30 результат: Работа прервана пользователем
14:31 результат: Некорректный ввод части числа
14:31 результат: Некорректный ввод части числа
14:31 результат: Некорректный ввод части числа
14:32 результат: Работа прервана пользователем
14:32 результат: Некорректный ввод части числа
14:32 результат: Работа прервана пользователем
14:33 результат: Некорректный ввод части числа
14:33 результат: Некорректный ввод части числа
14:33 результат: [(1+5j), '*', (5+8j)] = (-35+33j)
14:34 результат: Некорректный ввод части числа
14:34 результат: [(5+8j), '+', (4+6j)] = (9+14j)
14:35 результат: 5/9+9 = 9.555555555555555
